GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
javaparser-core-testing,com.github.javaparser.ast.validator,Java7Validator,0,103,0,12,0,22,0,9,0,3
javaparser-core-testing,com.github.javaparser.ast.validator,Java1_2Validator,0,29,0,0,0,6,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.validator,Java1_3Validator,0,3,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.validator,Java10Validator,0,18,0,0,0,4,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.validator,NoProblemsValidator,4,0,0,0,2,0,2,0,2,0
javaparser-core-testing,com.github.javaparser.ast.validator,VisitorValidator,0,8,0,0,0,3,0,2,0,2
javaparser-core-testing,com.github.javaparser.ast.validator,Java8Validator,0,58,0,6,0,13,0,6,0,3
javaparser-core-testing,com.github.javaparser.ast.validator,ProblemReporter,0,28,0,0,0,7,0,3,0,3
javaparser-core-testing,com.github.javaparser.ast.validator,Java12Validator,0,3,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.validator,TreeVisitorValidator,0,28,0,2,0,8,0,3,0,2
javaparser-core-testing,com.github.javaparser.ast.validator,Java5Validator,0,114,0,10,0,25,0,10,0,5
javaparser-core-testing,com.github.javaparser.ast.validator,Java1_4Validator,0,8,0,0,0,3,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.validator,Java1_0Validator,9,390,1,19,2,69,3,32,2,23
javaparser-core-testing,com.github.javaparser.ast.validator,ReservedKeywordValidator,7,45,1,3,1,11,1,4,0,3
javaparser-core-testing,com.github.javaparser.ast.validator,Java1_1Validator,0,42,0,4,0,9,0,5,0,3
javaparser-core-testing,com.github.javaparser.ast.validator,SingleNodeTypeValidator,0,38,0,2,0,8,0,4,0,3
javaparser-core-testing,com.github.javaparser.ast.validator,Java6Validator,0,3,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.validator,SimpleValidator,0,16,0,2,0,5,0,3,0,2
javaparser-core-testing,com.github.javaparser.ast.validator,Validators,8,50,1,1,2,13,2,6,1,6
javaparser-core-testing,com.github.javaparser.ast.validator,Java11Validator,0,20,0,0,0,4,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.validator,Java9Validator,10,56,3,3,2,12,2,3,0,2
javaparser-core-testing,com.github.javaparser.ast.validator,TypedValidator,6,19,0,0,0,3,1,3,1,3
javaparser-core-testing,com.github.javaparser.ast.expr,NormalAnnotationExpr,120,56,14,2,28,18,18,7,10,7
javaparser-core-testing,com.github.javaparser.ast.expr,IntegerLiteralExpr,47,81,4,12,16,19,11,13,9,7
javaparser-core-testing,com.github.javaparser.ast.expr,EnclosedExpr,76,44,8,2,23,15,16,5,11,5
javaparser-core-testing,com.github.javaparser.ast.expr,Name,69,128,14,8,20,34,13,18,5,15
javaparser-core-testing,com.github.javaparser.ast.expr,SingleMemberAnnotationExpr,62,58,8,2,18,19,12,8,7,8
javaparser-core-testing,com.github.javaparser.ast.expr,ArrayAccessExpr,93,75,12,4,27,24,18,7,10,7
javaparser-core-testing,com.github.javaparser.ast.expr,CastExpr,60,108,6,10,17,34,12,13,7,10
javaparser-core-testing,com.github.javaparser.ast.expr,UnaryExpr.Operator,0,124,0,2,0,16,0,6,0,5
javaparser-core-testing,com.github.javaparser.ast.expr,DoubleLiteralExpr,52,34,4,0,17,12,12,6,10,6
javaparser-core-testing,com.github.javaparser.ast.expr,ArrayCreationExpr,195,142,27,9,47,40,29,14,13,12
javaparser-core-testing,com.github.javaparser.ast.expr,ConditionalExpr,108,113,14,8,30,35,19,11,10,9
javaparser-core-testing,com.github.javaparser.ast.expr,SwitchExpr,143,81,18,4,36,25,23,8,12,8
javaparser-core-testing,com.github.javaparser.ast.expr,ObjectCreationExpr,290,197,55,13,67,56,43,19,12,16
javaparser-core-testing,com.github.javaparser.ast.expr,TypeExpr,71,44,8,2,22,15,15,5,10,5
javaparser-core-testing,com.github.javaparser.ast.expr,ThisExpr,80,58,13,3,23,20,15,10,8,9
javaparser-core-testing,com.github.javaparser.ast.expr,VariableDeclarationExpr,291,145,34,6,52,40,33,14,13,14
javaparser-core-testing,com.github.javaparser.ast.expr,LambdaExpr,114,179,15,11,27,47,16,21,8,16
javaparser-core-testing,com.github.javaparser.ast.expr,ClassExpr,64,51,8,2,20,17,14,6,9,6
javaparser-core-testing,com.github.javaparser.ast.expr,MethodReferenceExpr,125,109,22,6,32,33,22,11,9,10
javaparser-core-testing,com.github.javaparser.ast.expr,LiteralStringValueExpr,45,31,5,1,16,10,12,3,9,3
javaparser-core-testing,com.github.javaparser.ast.expr,NameExpr,62,80,7,3,17,24,11,11,7,10
javaparser-core-testing,com.github.javaparser.ast.expr,MemberValuePair,91,75,12,4,24,24,15,7,7,7
javaparser-core-testing,com.github.javaparser.ast.expr,LiteralExpr,42,6,4,0,15,3,11,1,9,1
javaparser-core-testing,com.github.javaparser.ast.expr,SimpleName,27,56,5,1,8,19,6,9,3,9
javaparser-core-testing,com.github.javaparser.ast.expr,SuperExpr,85,46,13,3,26,16,17,7,10,6
javaparser-core-testing,com.github.javaparser.ast.expr,MethodCallExpr,222,217,34,16,51,58,32,23,12,18
javaparser-core-testing,com.github.javaparser.ast.expr,BooleanLiteralExpr,51,39,4,2,17,13,12,6,10,5
javaparser-core-testing,com.github.javaparser.ast.expr,StringLiteralExpr,53,35,4,0,17,12,12,7,10,7
javaparser-core-testing,com.github.javaparser.ast.expr,AnnotationExpr,75,37,8,2,23,12,16,3,11,3
javaparser-core-testing,com.github.javaparser.ast.expr,ArrayInitializerExpr,99,51,14,2,25,17,17,6,9,6
javaparser-core-testing,com.github.javaparser.ast.expr,Expression,629,8,4,0,150,4,147,2,145,2
javaparser-core-testing,com.github.javaparser.ast.expr,BinaryExpr.Operator,32,232,11,1,11,26,11,4,0,4
javaparser-core-testing,com.github.javaparser.ast.expr,LongLiteralExpr,52,97,5,15,17,21,13,13,10,6
javaparser-core-testing,com.github.javaparser.ast.expr,BinaryExpr,78,119,12,6,23,36,15,13,7,12
javaparser-core-testing,com.github.javaparser.ast.expr,UnaryExpr,68,87,8,6,21,26,14,12,9,10
javaparser-core-testing,com.github.javaparser.ast.expr,MarkerAnnotationExpr,43,30,4,0,14,11,10,6,8,6
javaparser-core-testing,com.github.javaparser.ast.expr,AssignExpr.Operator,32,155,11,1,11,19,11,4,0,4
javaparser-core-testing,com.github.javaparser.ast.expr,NullLiteralExpr,36,22,4,0,12,9,9,5,7,5
javaparser-core-testing,com.github.javaparser.ast.expr,FieldAccessExpr,188,123,31,7,43,37,32,13,14,12
javaparser-core-testing,com.github.javaparser.ast.expr,InstanceOfExpr,93,75,12,4,27,24,18,7,10,7
javaparser-core-testing,com.github.javaparser.ast.expr,AssignExpr,74,123,10,8,21,38,13,15,7,12
javaparser-core-testing,com.github.javaparser.ast.expr,CharLiteralExpr,56,34,4,0,18,11,12,7,10,7
javaparser-core-testing,com.github.javaparser.resolution.types.parametrization,ResolvedTypeParameterValueProvider,56,0,14,0,13,0,8,0,1,0
javaparser-core-testing,com.github.javaparser.resolution.types.parametrization,ResolvedTypeParametersMap,158,0,14,0,29,0,19,0,12,0
javaparser-core-testing,com.github.javaparser.resolution.types.parametrization,ResolvedTypeParametersMap.Builder,60,0,0,0,15,0,4,0,4,0
javaparser-core-testing,com.github.javaparser.printer,DotPrinter,0,332,0,18,0,48,0,14,0,5
javaparser-core-testing,com.github.javaparser.printer,JsonPrinter,0,245,0,18,0,34,0,13,0,4
javaparser-core-testing,com.github.javaparser.printer,SourcePrinter,42,327,7,19,9,75,8,23,1,16
javaparser-core-testing,com.github.javaparser.printer,PrettyPrinterConfiguration.IndentType,0,34,0,0,0,4,0,1,0,1
javaparser-core-testing,com.github.javaparser.printer,PrettyPrinter,0,27,0,0,0,8,0,3,0,3
javaparser-core-testing,com.github.javaparser.printer,ConcreteSyntaxModel,29,4455,3,7,3,681,5,13,2,11
javaparser-core-testing,com.github.javaparser.printer,PrettyPrintVisitor,86,4563,35,407,17,1055,37,307,2,121
javaparser-core-testing,com.github.javaparser.printer,YamlPrinter,1,316,1,21,0,52,1,15,0,5
javaparser-core-testing,com.github.javaparser.printer,PrettyPrinterConfiguration,76,152,5,6,19,48,10,24,7,21
javaparser-core-testing,com.github.javaparser.printer,XmlPrinter,0,220,1,15,0,39,1,12,0,5
javaparser-core-testing,com.github.javaparser.ast.type,PrimitiveType.Primitive,4,108,0,0,1,14,1,3,1,3
javaparser-core-testing,com.github.javaparser.ast.type,ArrayType,40,238,10,16,10,57,13,22,4,18
javaparser-core-testing,com.github.javaparser.ast.type,UnionType,116,56,14,2,27,18,19,7,11,7
javaparser-core-testing,com.github.javaparser.ast.type,WildcardType,182,112,22,6,50,30,33,13,21,11
